"","x"
"WBGene00044341",6
"WBGene00044344",6
"WBGene00044348",4
"WBGene00044350",1
"WBGene00044352",5
"WBGene00044355",4
"WBGene00044359",2
"WBGene00044363",4
"WBGene00044374",3
"WBGene00044379",2
"WBGene00044385",4
"WBGene00044394",5
"WBGene00044395",5
"WBGene00044400",4
"WBGene00044403",3
"WBGene00044406",2
"WBGene00044411",3
"WBGene00044413",5
"WBGene00044421",3
"WBGene00044429",6
"WBGene00044431",2
"WBGene00044433",2
"WBGene00044440",2
"WBGene00044442",2
"WBGene00044445",3
"WBGene00044452",5
"WBGene00044455",1
"WBGene00044457",4
"WBGene00044461",3
"WBGene00044463",5
"WBGene00044466",6
"WBGene00044468",3
"WBGene00044469",1
"WBGene00044478",2
"WBGene00044479",2
"WBGene00044480",3
"WBGene00044481",2
"WBGene00044485",2
"WBGene00044488",3
"WBGene00044502",6
"WBGene00044509",2
"WBGene00044513",2
"WBGene00044515",1
"WBGene00044518",2
"WBGene00044527",4
"WBGene00044530",3
"WBGene00044533",6
"WBGene00044536",2
"WBGene00044538",5
"WBGene00044545",2
"WBGene00044547",4
"WBGene00044548",4
"WBGene00044553",4
"WBGene00044568",2
"WBGene00044571",6
"WBGene00044574",6
"WBGene00044589",4
"WBGene00044603",2
"WBGene00044604",2
"WBGene00044605",6
"WBGene00044607",6
"WBGene00044608",5
"WBGene00044612",4
"WBGene00044617",3
"WBGene00044620",6
"WBGene00044623",5
"WBGene00044630",5
"WBGene00044631",5
"WBGene00044633",5
"WBGene00044636",4
"WBGene00044638",6
"WBGene00044640",2
"WBGene00044641",3
"WBGene00044643",2
"WBGene00044650",2
"WBGene00044651",2
"WBGene00044659",2
"WBGene00044660",2
"WBGene00044662",3
"WBGene00044676",4
"WBGene00044686",2
"WBGene00044696",1
"WBGene00044708",2
"WBGene00044719",3
"WBGene00044720",2
"WBGene00044723",3
"WBGene00044724",5
"WBGene00044728",2
"WBGene00044736",3
"WBGene00044737",4
"WBGene00044743",4
"WBGene00044746",6
"WBGene00044756",3
"WBGene00044757",3
"WBGene00044761",2
"WBGene00044762",2
"WBGene00044772",2
"WBGene00044779",4
"WBGene00044783",2
"WBGene00044792",3
"WBGene00044796",5
"WBGene00044797",5
"WBGene00044803",5
"WBGene00044807",3
"WBGene00044811",2
"WBGene00044894",6
"WBGene00044898",4
"WBGene00044900",2
"WBGene00044901",4
"WBGene00044921",3
"WBGene00044922",2
"WBGene00044924",2
"WBGene00044952",6
"WBGene00044977",2
"WBGene00044987",2
"WBGene00044988",2
"WBGene00045013",2
"WBGene00045024",6
"WBGene00045036",6
"WBGene00045052",4
"WBGene00045053",4
"WBGene00045067",1
"WBGene00045078",5
"WBGene00045086",1
"WBGene00045095",6
"WBGene00045096",4
"WBGene00045146",4
"WBGene00045164",6
"WBGene00045168",6
"WBGene00045177",5
"WBGene00045183",2
"WBGene00045188",2
"WBGene00045195",2
"WBGene00045208",3
"WBGene00045238",6
"WBGene00045253",4
"WBGene00045255",1
"WBGene00045261",4
"WBGene00045269",3
"WBGene00045272",6
"WBGene00045275",5
"WBGene00045276",5
"WBGene00045289",3
"WBGene00045293",2
"WBGene00045305",3
"WBGene00045308",6
"WBGene00045316",5
"WBGene00045336",2
"WBGene00045338",2
"WBGene00045386",2
"WBGene00045390",2
"WBGene00045397",2
"WBGene00045398",2
"WBGene00045399",4
"WBGene00045400",4
"WBGene00045401",2
"WBGene00045403",4
"WBGene00045411",2
"WBGene00045412",2
"WBGene00045415",4
"WBGene00045416",4
"WBGene00045418",4
"WBGene00045433",2
"WBGene00045434",2
"WBGene00045457",4
"WBGene00045458",6
"WBGene00045459",2
"WBGene00045460",4
"WBGene00045474",4
"WBGene00045475",2
"WBGene00045483",1
"WBGene00045497",6
"WBGene00045507",1
"WBGene00045516",2
"WBGene00050875",6
"WBGene00050885",6
"WBGene00050899",2
"WBGene00050904",1
"WBGene00050906",4
"WBGene00050939",3
"WBGene00050943",4
"WBGene00050945",2
"WBGene00050957",4
"WBGene00077439",2
"WBGene00077445",2
"WBGene00077453",2
"WBGene00077489",6
"WBGene00077490",4
"WBGene00077500",2
"WBGene00077501",6
"WBGene00077521",3
"WBGene00077525",4
"WBGene00077526",2
"WBGene00077539",6
"WBGene00077543",2
"WBGene00077548",2
"WBGene00077565",3
"WBGene00077573",2
"WBGene00077591",5
"WBGene00077592",5
"WBGene00077594",5
"WBGene00077620",3
"WBGene00077681",4
"WBGene00077683",5
"WBGene00077690",1
"WBGene00077692",2
"WBGene00077693",3
"WBGene00077697",3
"WBGene00077704",4
"WBGene00077714",6
"WBGene00077757",5
"WBGene00077766",2
"WBGene00077770",4
"WBGene00077771",4
"WBGene00077772",4
"WBGene00077783",3
"WBGene00086553",5
"WBGene00086560",4
"WBGene00086565",2
"WBGene00086568",2
"WBGene00119203",4
"WBGene00119204",4
"WBGene00138711",6
"WBGene00138721",4
"WBGene00138724",4
"WBGene00167714",1
"WBGene00175027",5
"WBGene00184956",5
"WBGene00184990",2
"WBGene00185048",6
"WBGene00185076",1
"WBGene00185078",6
"WBGene00185095",3
"WBGene00185096",3
"WBGene00185116",3
"WBGene00185118",3
"WBGene00189932",2
"WBGene00189933",4
"WBGene00189948",4
"WBGene00189950",3
"WBGene00189952",6
"WBGene00189956",3
"WBGene00189961",4
"WBGene00189981",2
"WBGene00189995",3
"WBGene00194641",2
"WBGene00194642",6
"WBGene00194646",3
"WBGene00194650",2
"WBGene00194658",2
"WBGene00194663",4
"WBGene00194674",6
"WBGene00194681",3
"WBGene00194687",4
"WBGene00194695",2
"WBGene00194699",3
"WBGene00194704",6
"WBGene00194707",2
"WBGene00194708",4
"WBGene00194717",2
"WBGene00194726",4
"WBGene00194736",3
"WBGene00194737",5
"WBGene00194738",4
"WBGene00194742",3
"WBGene00194747",4
"WBGene00194768",4
"WBGene00194769",1
"WBGene00194815",2
"WBGene00194836",2
"WBGene00194848",2
"WBGene00194861",2
"WBGene00194892",2
"WBGene00194902",2
"WBGene00194905",2
"WBGene00194909",4
"WBGene00194915",3
"WBGene00194916",5
"WBGene00194921",2
"WBGene00194928",1
"WBGene00194949",2
"WBGene00194952",3
"WBGene00195004",6
"WBGene00195016",6
"WBGene00195017",6
"WBGene00195023",4
"WBGene00195025",4
"WBGene00195034",4
"WBGene00195050",4
"WBGene00195051",5
"WBGene00195063",6
"WBGene00195068",6
"WBGene00195073",2
"WBGene00195144",3
"WBGene00195164",1
"WBGene00195165",2
"WBGene00195168",5
"WBGene00195170",3
"WBGene00195175",1
"WBGene00195176",3
"WBGene00195180",4
"WBGene00195181",4
"WBGene00195182",4
"WBGene00195185",2
"WBGene00195209",5
"WBGene00195232",2
"WBGene00195233",2
"WBGene00195239",6
"WBGene00195248",6
"WBGene00197080",1
"WBGene00202498",4
"WBGene00206354",3
"WBGene00206360",3
"WBGene00206373",5
"WBGene00206374",2
"WBGene00206418",5
"WBGene00206420",2
"WBGene00206423",4
"WBGene00206459",2
"WBGene00206460",2
"WBGene00206464",6
"WBGene00206478",4
"WBGene00206485",2
"WBGene00206495",4
"WBGene00206499",2
"WBGene00206502",6
"WBGene00206507",3
"WBGene00206510",2
"WBGene00206520",2
"WBGene00206522",5
"WBGene00206525",2
"WBGene00206537",4
"WBGene00219208",3
"WBGene00219216",2
"WBGene00219242",5
"WBGene00219271",1
"WBGene00219275",6
"WBGene00219281",2
"WBGene00219286",4
"WBGene00219294",6
"WBGene00219296",2
"WBGene00219297",2
"WBGene00219298",2
"WBGene00219307",2
"WBGene00219308",2
"WBGene00219316",3
"WBGene00219324",4
"WBGene00219329",2
"WBGene00219375",2
"WBGene00219412",3
"WBGene00219423",4
"WBGene00219436",6
"WBGene00219445",2
"WBGene00219446",2
"WBGene00219447",2
"WBGene00219493",2
"WBGene00219546",4
"WBGene00219571",4
"WBGene00219590",5
"WBGene00219609",6
"WBGene00219624",2
"WBGene00219646",2
"WBGene00219650",4
"WBGene00219659",2
"WBGene00219660",2
"WBGene00219676",6
"WBGene00219680",2
"WBGene00219691",4
"WBGene00219707",2
"WBGene00219714",2
"WBGene00219727",3
"WBGene00219748",2
"WBGene00219758",4
"WBGene00219770",3
"WBGene00219816",1
"WBGene00219838",1
"WBGene00219849",6
"WBGene00219886",6
"WBGene00219908",2
"WBGene00219909",6
"WBGene00219912",6
"WBGene00219964",2
"WBGene00219983",2
"WBGene00219984",2
"WBGene00219985",2
"WBGene00220009",4
"WBGene00220049",6
"WBGene00220116",4
"WBGene00220163",2
"WBGene00220171",4
"WBGene00220190",5
"WBGene00220238",6
"WBGene00220261",5
"WBGene00235092",2
"WBGene00235093",2
"WBGene00235102",6
"WBGene00235110",6
"WBGene00235113",3
"WBGene00235118",4
"WBGene00235133",2
"WBGene00235256",2
"WBGene00235268",3
"WBGene00235271",2
"WBGene00235278",3
"WBGene00235291",2
"WBGene00235309",2
"WBGene00235311",4
"WBGene00235315",3
"WBGene00235317",4
"WBGene00235324",2
"WBGene00235340",2
